14922,15542,0
777,10985,0
24,10985,0
7476,10985,0
12696,10985,0
18703,10985,0
2694,10985,0
10752,10985,0
17320,10985,0
10475,10985,0
17349,10985,0
3961,10985,0
306,10985,0
14677,10985,0
12549,10985,0
12045,10985,0
8610,10985,0
3708,18059,0
1527,12107,0
3708,17572,0
1527,14266,0
1527,13128,0
1527,12994,0
1527,18314,0
1527,12018,0
1527,4905,0
9282,10985,0
1687,10985,0
717,10985,0
401,798,0
5290,798,0
2302,15583,0
9542,13451,0
8547,13273,0
13182,6999,0
3708,206,0
742,4482,0
8542,7752,0
11598,8771,0
6618,13182,0
334,14223,0
3708,5027,0
3708,10660,0
3708,14416,0
3708,114,0
3708,1822,0
3708,10639,0
7345,18920,0
1211,15583,0
5806,12654,0
14129,18920,0
12743,18920,0
3708,1845,0
5806,14829,0
3708,2164,0
5806,5613,0
3708,16068,0
5806,2255,0
3708,9707,0
5806,8294,0
3708,15060,0
3708,13368,0
3708,9104,0
3708,4546,0
3708,385,0
3708,14326,0
12133,2579,0
6985,14958,0
6985,8369,0
5806,5714,0
5806,8425,0
5806,6183,0
5806,3024,0
5806,4025,0
5806,12673,0
5806,3756,0
5806,7456,0
5806,17843,0
5806,9385,0
5806,4801,0
5806,15766,0
5806,5152,0
5806,11635,0
5806,8235,0
5806,15701,0
5806,13042,0
5806,14504,0
5806,1467,0
5806,12150,0
5806,8577,0
5806,11099,0
5806,14860,0
5806,14201,0
5806,3416,0
5806,6700,0
3708,11418,0
3708,11573,0
2579,6999,0
3708,12561,0
1527,6291,0
6618,8552,0
1527,2799,0
16121,3155,0
4546,3155,0
3708,11779,0
1527,17074,0
8552,6999,0
3708,13059,0
1527,1301,0
3708,10387,0
1527,12086,0
19304,4547,0
1142,11772,0
3708,14357,0
1527,5372,0
3708,2985,0
9322,13881,0
3708,7001,0
1527,11696,0
3708,18928,0
14958,17143,0
1527,2426,0
1527,19100,0
3708,1899,0
14349,13035,0
8955,8168,0
3476,4268,0
6985,16489,0
6618,4649,0
3708,19332,0
3708,14263,0
3708,17693,0
3708,18673,0
3708,18416,0
3708,16118,0
3708,2395,0
3708,2061,0
3708,15325,0
3708,17762,0
14571,49,0
13257,2090,0
14326,18920,0
5806,6736,0
5806,1395,0
3708,5648,0
1527,65,0
8369,1522,0
385,1522,0
15546,1522,0
15984,11772,0
3708,62,0
16293,7829,0
3708,6339,0
1527,17438,0
1527,5821,0
3708,16020,0
3708,15645,0
3708,10035,0
3708,4988,0
3708,5335,0
3708,15949,0
3708,5428,0
3708,13288,0
3708,5007,0
3708,5233,0
3708,17068,0
3708,16569,0
3708,10407,0
3708,2298,0
3708,14463,0
3708,2087,0
3708,6105,0
3236,572,0
8955,9016,0
1527,3915,0
2426,10985,0
1527,11334,0
16068,10985,0
1527,282,0
2877,10985,0
1527,6083,0
5027,10985,0
1527,1084,0
10660,10985,0
1527,5490,0
15060,10985,0
1527,10621,0
10387,10985,0
12107,10985,0
18928,10985,0
14357,10985,0
114,10985,0
5372,798,0
12133,798,0
6985,17406,0
2799,10985,0
7802,10985,0
10639,10985,0
13059,10985,0
19100,10985,0
1301,798,0
2985,10985,0
1899,798,0
6291,10985,0
9104,10985,0
17572,10985,0
7001,10985,0
12561,10985,0
11418,10985,0
1822,10985,0
4649,6999,0
3708,17742,0
3708,13793,0
3708,12689,0
3708,1430,0
3708,8356,0
3708,897,0
3708,7350,0
3708,8103,0
3708,7323,0
3708,2688,0
3708,16065,0
3708,11509,0
3708,12048,0
3708,1730,0
3708,1771,0
3708,5531,0
3708,15080,0
3708,13347,0
3708,15201,0
3708,190,0
3708,6599,0
8928,1876,0
14223,10530,0
1973,4268,0
6863,4459,0
16293,4298,0
16834,15106,0
6618,5213,0
6389,2159,0
1527,6237,0
7450,18972,0
15514,9072,0
926,12659,0
11573,1522,0
10407,1522,0
12994,1522,0
18049,1043,0
7994,8220,0
1527,14260,0
1527,1482,0
1527,5715,0
11509,3155,0
17438,3155,0
3708,17412,0
3708,4698,0
3708,17633,0
3708,17171,0
3708,4929,0
12689,494,0
2159,6999,0
5213,6999,0
6339,18920,0
4298,10754,0
5335,18920,0
6237,10754,0
6599,10754,0
8103,3155,0
5648,3155,0
5531,3155,0
3708,13159,0
15514,2441,0
1527,6753,0
2688,8904,0
7829,1522,0
19304,17137,0
3708,13791,0
1527,12107,0
19304,175,0
3708,6864,0
1527,16029,0
3708,14394,0
3708,5218,0
3708,1026,0
3708,8508,0
3708,152,0
3708,3922,0
14458,18190,0
152,18920,0
5960,1522,0
17742,18920,0
6864,18920,0
8356,18920,0
14394,18920,0
4929,8904,0
3708,9316,0
3708,13962,0
13159,10754,0
17633,10754,0
15209,8915,0
3708,16978,0
1527,5816,0
19304,11180,0
3708,14239,0
1527,2229,0
3708,13146,0
3708,10533,0
3708,6087,0
3708,4219,0
3708,294,0
3708,776,0
3708,395,0
3708,14250,0
3708,7761,0
6863,4250,0
10356,18370,0
11180,6999,0
3708,14780,0
1026,798,0
926,798,0
7450,798,0
6389,798,0
17137,798,0
14458,4154,0
1876,798,0
3708,5315,0
1527,7762,0
9322,4626,0
1527,13926,0
1527,14417,0
1527,9459,0
4250,6999,0
4536,11296,0
169,1522,0
7761,17143,0
7994,8220,0
3708,10623,0
1527,16742,0
3708,8749,0
1527,9900,0
3708,2607,0
1527,2097,0
1527,13978,0
1527,11336,0
1527,3949,0
3708,5708,0
1441,16011,0
10558,12515,0
14263,10985,0
15325,10985,0
572,10985,0
65,10985,0
6083,10985,0
897,10985,0
15645,10985,0
9072,10985,0
2061,10985,0
1084,10985,0
2298,10985,0
18416,10985,0
62,10985,0
15514,15038,0
13288,10985,0
4268,10985,0
16118,10985,0
7350,10985,0
7323,10985,0
1527,4134,0
17406,10985,0
5007,10985,0
18972,10985,0
12107,10985,0
9900,10985,0
15949,10985,0
6618,9588,0
18370,18801,0
15106,14585,0
4698,18920,0
13962,18920,0
6999,10843,0
14629,7383,0
15396,1740,0
11744,10462,0
15038,10985,0
14417,10985,0
4134,10985,0
3708,12233,0
13659,16380,0
18801,9417,0
17366,4270,0
17366,13292,0
17366,4212,0
9588,6999,0
3708,4031,0
1527,4138,0
3592,407,0
8955,7131,0
9724,16513,0
5233,1522,0
19304,10600,0
1527,2821,0
3592,407,0
1527,6835,0
3592,407,0
1527,3981,0
1527,10638,0
9059,8991,0
5315,798,0
10462,798,0
3592,337,0
17857,7621,0
18370,17452,0
17366,374,0
9322,4120,0
3592,14985,0
6592,8991,0
2821,3155,0
742,4482,0
9059,4364,0
6999,2998,0
4190,6999,0
7621,6999,0
6618,4190,0
1876,7032,0
15514,14688,0
1527,15454,0
3592,15511,0
18370,3977,0
16569,1522,0
1043,11772,0
15514,8908,0
1527,2094,0
3592,3159,0
18370,9417,0
1527,8475,0
3592,3159,0
1527,5909,0
1527,10496,0
1527,15513,0
1527,11447,0
1527,5510,0
1527,5303,0
1527,7273,0
1527,5301,0
3708,7046,0
2094,494,0
13363,798,0
5689,7117,0
11744,4527,0
17179,7032,0
12086,15106,0
6618,7495,0
3708,12299,0
1527,16012,0
2607,1522,0
1527,10469,0
1527,13540,0
1527,12107,0
1527,804,0
6618,16773,0
3708,3543,0
8475,798,0
5689,798,0
17372,798,0
1527,12297,0
7032,798,0
15514,5337,0
6569,14518,0
3262,7907,0
1527,18205,0
1527,10871,0
3708,17239,0
9322,13050,0
3708,18967,0
3708,11198,0
334,13794,0
3708,7320,0
3708,8163,0
17372,6093,0
9417,18801,0
13347,1522,0
2090,1522,0
7495,6999,0
19304,19225,0
14873,3290,0
8776,18185,0
1354,5459,0
1742,7907,0
5909,18920,0
2302,15583,0
13805,2786,0
6569,17978,0
3262,7907,0
6618,19075,0
7273,18920,0
494,5076,0
5303,13085,0
3708,8773,0
18668,15277,0
19304,13569,0
6569,18116,0
3262,7907,0
16773,6999,0
1527,2071,0
